                 species,common_name,length,weight,fullness,weight_stomach_full,               prey_name,year,station,  lat,    lon,habitat
   Theragra_chalcogramma,     Walleye_pollock,522,700,75,10,             Euphausiids,1999,    ISC,58.25,-135.44, Strait
     Trichodon_trichodon,       Pac._Sandfish,227,165,100,18,            Fish;Herring,1999,    LFC,58.35,-134.73,Inshore
     Trichodon_trichodon,       Pac._Sandfish,203,120,100,6,            Fish;Herring,1999,    LFC,58.35,-134.73,Inshore
   Theragra_chalcogramma,     Walleye_pollock,338,260,0,0,                   Empty,1999,    LFC,58.35,-134.73,Inshore
   Theragra_chalcogramma,     Walleye_pollock,585,1100,75,32,            Fish;Unknown,1999,    LFC,58.35,-134.73,Inshore
    Oncorhynchus_kisutch,          Coho_Adult,645,3100,0,0,                   Empty,1999,    LFC,58.35,-134.73,Inshore
    Oncorhynchus_kisutch,          Coho_Adult,702,4500,20,35,         Fish;Stichaedae,1999,    TKI,58.19,-134.2,Inshore
   Platichthys_stellatus,     Starry_flounder,324,410,0,0,                   Empty,1999,    TKI,58.19,-134.2,Inshore
   Theragra_chalcogramma,     Walleye_pollock,486,640,1,9,           Crab_Megalops,1999,    TKI,58.19,-134.2,Inshore
   Theragra_chalcogramma,     Walleye_pollock,486,640,1,9,             Euphausiids,1999,    TKI,58.19,-134.2,Inshore
     Trichodon_trichodon,       Pac._Sandfish,186,91,100,7,            Fish;Herring,1999,    TKI,58.19,-134.2,Inshore
